Sampling Year,Management Area(s),ADFG Species Code,Common Name," Genus, species", Specimen Count,Age Bin
2004,CI,110,"cod, Pacific",Gadus macrocephalus,720,No Age
2004,CI,130,lingcod,Ophiodon elongatus,12,0-10
2004,CI,151,"rockfish, rougheye",Sebastes aleutianus,102,0-10
2004,CI,151,"rockfish, rougheye",Sebastes aleutianus,15,20-Nov
2004,CI,151,"rockfish, rougheye",Sebastes aleutianus,15,No Age
2004,CI,153,"rockfish, redbanded",Sebastes babcocki,3,0-10
2004,CI,153,"rockfish, redbanded",Sebastes babcocki,1,20-Nov
2004,CI,154,"rockfish, dusky",Sebastes ciliatus,118,0-10
2004,CI,154,"rockfish, dusky",Sebastes ciliatus,3,20-Nov
2004,CI,154,"rockfish, dusky",Sebastes ciliatus,9,No Age
2004,CI,158,"rockfish, redstripe",Sebastes proriger,10,0-10
2004,CI,270,walleye pollock,Gadus chalcogrammus,2,No Age
2004,CI,710,sablefish,Anoplopoma fimbria,78,0-10
2004,CI,710,sablefish,Anoplopoma fimbria,1,No Age
2004,CSEO,130,lingcod,Ophiodon elongatus,297,0-10
2004,CSEO,130,lingcod,Ophiodon elongatus,258,20-Nov
2004,CSEO,130,lingcod,Ophiodon elongatus,18,21-30
2004,CSEO,130,lingcod,Ophiodon elongatus,3,No Age
2004,CSEO,142,"rockfish, black",Sebastes melanops,5,0-10
2004,CSEO,142,"rockfish, black",Sebastes melanops,127,20-Nov
2004,CSEO,142,"rockfish, black",Sebastes melanops,67,21-30
2004,CSEO,142,"rockfish, black",Sebastes melanops,7,31-40
2004,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,35,20-Nov
2004,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,85,21-30
2004,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,57,31-40
2004,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,18,41-50
2004,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,8,51-60
2004,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,1,61-70
2004,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,1,71-80
2004,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,4,81-90
2004,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,1,>100
2004,CSEO,147,"rockfish, quillback",Sebastes maliger,1,0-10
2004,CSEO,147,"rockfish, quillback",Sebastes maliger,34,20-Nov
2004,CSEO,147,"rockfish, quillback",Sebastes maliger,126,21-30
2004,CSEO,147,"rockfish, quillback",Sebastes maliger,84,31-40
2004,CSEO,147,"rockfish, quillback",Sebastes maliger,44,41-50
2004,CSEO,147,"rockfish, quillback",Sebastes maliger,30,51-60
2004,CSEO,147,"rockfish, quillback",Sebastes maliger,15,61-70
2004,CSEO,147,"rockfish, quillback",Sebastes maliger,6,71-80
2004,CSEO,147,"rockfish, quillback",Sebastes maliger,1,No Age
2004,CSEO,154,"rockfish, dusky",Sebastes ciliatus,1,31-40
2004,CSEO,710,sablefish,Anoplopoma fimbria,18,No Age
2004,EYKT,130,lingcod,Ophiodon elongatus,321,0-10
2004,EYKT,130,lingcod,Ophiodon elongatus,582,20-Nov
2004,EYKT,130,lingcod,Ophiodon elongatus,171,21-30
2004,EYKT,130,lingcod,Ophiodon elongatus,1,31-40
2004,EYKT,130,lingcod,Ophiodon elongatus,5,No Age
2004,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,106,20-Nov
2004,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,100,21-30
2004,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,175,31-40
2004,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,136,41-50
2004,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,64,51-60
2004,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,10,61-70
2004,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,12,71-80
2004,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,13,81-90
2004,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,6,91-100
2004,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,5,>100
2004,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,1,No Age
2004,IBS,130,lingcod,Ophiodon elongatus,60,0-10
2004,IBS,130,lingcod,Ophiodon elongatus,60,20-Nov
2004,IBS,130,lingcod,Ophiodon elongatus,7,21-30
2004,IBS,130,lingcod,Ophiodon elongatus,9,No Age
2004,NG,110,"cod, Pacific",Gadus macrocephalus,334,No Age
2004,NG,130,lingcod,Ophiodon elongatus,23,0-10
2004,NG,130,lingcod,Ophiodon elongatus,82,20-Nov
2004,NG,130,lingcod,Ophiodon elongatus,48,21-30
2004,NG,130,lingcod,Ophiodon elongatus,10,No Age
2004,NG,147,"rockfish, quillback",Sebastes maliger,2,21-30
2004,NG,147,"rockfish, quillback",Sebastes maliger,2,31-40
2004,NG,147,"rockfish, quillback",Sebastes maliger,1,41-50
2004,NG,147,"rockfish, quillback",Sebastes maliger,1,51-60
2004,NG,147,"rockfish, quillback",Sebastes maliger,6,No Age
2004,NG,710,sablefish,Anoplopoma fimbria,485,0-10
2004,NG,710,sablefish,Anoplopoma fimbria,9,20-Nov
2004,NG,710,sablefish,Anoplopoma fimbria,2,21-30
2004,NG,710,sablefish,Anoplopoma fimbria,4,No Age
2004,NSEI,110,"cod, Pacific",Gadus macrocephalus,325,No Age
2004,NSEI,130,lingcod,Ophiodon elongatus,3,0-10
2004,NSEI,130,lingcod,Ophiodon elongatus,24,20-Nov
2004,NSEI,130,lingcod,Ophiodon elongatus,6,21-30
2004,NSEI,142,"rockfish, black",Sebastes melanops,2,0-10
2004,NSEI,142,"rockfish, black",Sebastes melanops,20,20-Nov
2004,NSEI,142,"rockfish, black",Sebastes melanops,10,21-30
2004,NSEI,142,"rockfish, black",Sebastes melanops,1,31-40
2004,NSEI,145,"rockfish, yelloweye",Sebastes ruberrimus,27,20-Nov
2004,NSEI,145,"rockfish, yelloweye",Sebastes ruberrimus,31,21-30
2004,NSEI,145,"rockfish, yelloweye",Sebastes ruberrimus,41,31-40
2004,NSEI,145,"rockfish, yelloweye",Sebastes ruberrimus,44,41-50
2004,NSEI,145,"rockfish, yelloweye",Sebastes ruberrimus,19,51-60
2004,NSEI,145,"rockfish, yelloweye",Sebastes ruberrimus,9,61-70
2004,NSEI,145,"rockfish, yelloweye",Sebastes ruberrimus,3,71-80
2004,NSEI,145,"rockfish, yelloweye",Sebastes ruberrimus,3,81-90
2004,NSEI,145,"rockfish, yelloweye",Sebastes ruberrimus,1,91-100
2004,NSEI,145,"rockfish, yelloweye",Sebastes ruberrimus,1,>100
2004,NSEI,147,"rockfish, quillback",Sebastes maliger,8,20-Nov
2004,NSEI,147,"rockfish, quillback",Sebastes maliger,28,21-30
2004,NSEI,147,"rockfish, quillback",Sebastes maliger,22,31-40
2004,NSEI,147,"rockfish, quillback",Sebastes maliger,20,41-50
2004,NSEI,147,"rockfish, quillback",Sebastes maliger,15,51-60
2004,NSEI,147,"rockfish, quillback",Sebastes maliger,11,61-70
2004,NSEI,147,"rockfish, quillback",Sebastes maliger,4,71-80
2004,NSEI,151,"rockfish, rougheye",Sebastes aleutianus,4,20-Nov
2004,NSEI,151,"rockfish, rougheye",Sebastes aleutianus,3,21-30
2004,NSEI,151,"rockfish, rougheye",Sebastes aleutianus,2,31-40
2004,NSEI,151,"rockfish, rougheye",Sebastes aleutianus,1,41-50
2004,NSEI,151,"rockfish, rougheye",Sebastes aleutianus,1,51-60
2004,NSEI,151,"rockfish, rougheye",Sebastes aleutianus,1,81-90
2004,NSEI,151,"rockfish, rougheye",Sebastes aleutianus,31,No Age
2004,NSEI,152,"rockfish, shortraker",Sebastes borealis,11,20-Nov
2004,NSEI,152,"rockfish, shortraker",Sebastes borealis,19,21-30
2004,NSEI,152,"rockfish, shortraker",Sebastes borealis,14,31-40
2004,NSEI,152,"rockfish, shortraker",Sebastes borealis,7,41-50
2004,NSEI,152,"rockfish, shortraker",Sebastes borealis,4,51-60
2004,NSEI,152,"rockfish, shortraker",Sebastes borealis,2,61-70
2004,NSEI,152,"rockfish, shortraker",Sebastes borealis,2,81-90
2004,NSEI,152,"rockfish, shortraker",Sebastes borealis,1,91-100
2004,NSEI,152,"rockfish, shortraker",Sebastes borealis,1,>100
2004,NSEI,152,"rockfish, shortraker",Sebastes borealis,13,No Age
2004,NSEI,153,"rockfish, redbanded",Sebastes babcocki,1,20-Nov
2004,NSEI,153,"rockfish, redbanded",Sebastes babcocki,3,21-30
2004,NSEI,153,"rockfish, redbanded",Sebastes babcocki,3,31-40
2004,NSEI,153,"rockfish, redbanded",Sebastes babcocki,1,41-50
2004,NSEI,153,"rockfish, redbanded",Sebastes babcocki,17,No Age
2004,NSEI,154,"rockfish, dusky",Sebastes ciliatus,2,20-Nov
2004,NSEI,154,"rockfish, dusky",Sebastes ciliatus,1,21-30
2004,NSEI,154,"rockfish, dusky",Sebastes ciliatus,1,31-40
2004,NSEI,270,walleye pollock,Gadus chalcogrammus,108,No Age
2004,NSEI,710,sablefish,Anoplopoma fimbria,2129,0-10
2004,NSEI,710,sablefish,Anoplopoma fimbria,681,20-Nov
2004,NSEI,710,sablefish,Anoplopoma fimbria,596,21-30
2004,NSEI,710,sablefish,Anoplopoma fimbria,264,31-40
2004,NSEI,710,sablefish,Anoplopoma fimbria,107,41-50
2004,NSEI,710,sablefish,Anoplopoma fimbria,19,51-60
2004,NSEI,710,sablefish,Anoplopoma fimbria,4,61-70
2004,NSEI,710,sablefish,Anoplopoma fimbria,1,71-80
2004,NSEI,710,sablefish,Anoplopoma fimbria,51,No Age
2004,NSEO,710,sablefish,Anoplopoma fimbria,1,No Age
2004,PW,121,"flounder, arrowtooth",Reinhardtius stomias,1,20-Nov
2004,PW,130,lingcod,Ophiodon elongatus,81,0-10
2004,PW,130,lingcod,Ophiodon elongatus,299,20-Nov
2004,PW,130,lingcod,Ophiodon elongatus,70,21-30
2004,PW,130,lingcod,Ophiodon elongatus,3,No Age
2004,PW,143,"rockfish, thornyhead",Sebastolobus,2,20-Nov
2004,PW,143,"rockfish, thornyhead",Sebastolobus,4,21-30
2004,PW,143,"rockfish, thornyhead",Sebastolobus,5,31-40
2004,PW,143,"rockfish, thornyhead",Sebastolobus,7,41-50
2004,PW,143,"rockfish, thornyhead",Sebastolobus,8,51-60
2004,PW,143,"rockfish, thornyhead",Sebastolobus,2,61-70
2004,PW,143,"rockfish, thornyhead",Sebastolobus,6,71-80
2004,PW,143,"rockfish, thornyhead",Sebastolobus,1,No Age
2004,PW,145,"rockfish, yelloweye",Sebastes ruberrimus,1,31-40
2004,PW,147,"rockfish, quillback",Sebastes maliger,1,21-30
2004,PW,151,"rockfish, rougheye",Sebastes aleutianus,1,0-10
2004,PW,151,"rockfish, rougheye",Sebastes aleutianus,5,20-Nov
2004,PW,151,"rockfish, rougheye",Sebastes aleutianus,7,21-30
2004,PW,151,"rockfish, rougheye",Sebastes aleutianus,12,31-40
2004,PW,151,"rockfish, rougheye",Sebastes aleutianus,8,41-50
2004,PW,151,"rockfish, rougheye",Sebastes aleutianus,1,51-60
2004,PW,151,"rockfish, rougheye",Sebastes aleutianus,3,61-70
2004,PW,151,"rockfish, rougheye",Sebastes aleutianus,3,81-90
2004,PW,151,"rockfish, rougheye",Sebastes aleutianus,1,91-100
2004,PW,151,"rockfish, rougheye",Sebastes aleutianus,4,>100
2004,PW,151,"rockfish, rougheye",Sebastes aleutianus,1,No Age
2004,PW,152,"rockfish, shortraker",Sebastes borealis,3,20-Nov
2004,PW,152,"rockfish, shortraker",Sebastes borealis,20,21-30
2004,PW,152,"rockfish, shortraker",Sebastes borealis,17,31-40
2004,PW,152,"rockfish, shortraker",Sebastes borealis,15,41-50
2004,PW,152,"rockfish, shortraker",Sebastes borealis,24,51-60
2004,PW,152,"rockfish, shortraker",Sebastes borealis,18,61-70
2004,PW,152,"rockfish, shortraker",Sebastes borealis,20,71-80
2004,PW,152,"rockfish, shortraker",Sebastes borealis,14,81-90
2004,PW,152,"rockfish, shortraker",Sebastes borealis,17,91-100
2004,PW,152,"rockfish, shortraker",Sebastes borealis,26,>100
2004,PW,152,"rockfish, shortraker",Sebastes borealis,3,No Age
2004,PW,710,sablefish,Anoplopoma fimbria,1088,0-10
2004,PW,710,sablefish,Anoplopoma fimbria,14,20-Nov
2004,PW,710,sablefish,Anoplopoma fimbria,7,21-30
2004,PW,710,sablefish,Anoplopoma fimbria,11,No Age
2004,SSEI,142,"rockfish, black",Sebastes melanops,29,0-10
2004,SSEI,142,"rockfish, black",Sebastes melanops,17,20-Nov
2004,SSEI,142,"rockfish, black",Sebastes melanops,2,21-30
2004,SSEI,145,"rockfish, yelloweye",Sebastes ruberrimus,35,20-Nov
2004,SSEI,145,"rockfish, yelloweye",Sebastes ruberrimus,80,21-30
2004,SSEI,145,"rockfish, yelloweye",Sebastes ruberrimus,59,31-40
2004,SSEI,145,"rockfish, yelloweye",Sebastes ruberrimus,28,41-50
2004,SSEI,145,"rockfish, yelloweye",Sebastes ruberrimus,23,51-60
2004,SSEI,145,"rockfish, yelloweye",Sebastes ruberrimus,9,61-70
2004,SSEI,145,"rockfish, yelloweye",Sebastes ruberrimus,8,71-80
2004,SSEI,145,"rockfish, yelloweye",Sebastes ruberrimus,8,81-90
2004,SSEI,145,"rockfish, yelloweye",Sebastes ruberrimus,1,91-100
2004,SSEI,145,"rockfish, yelloweye",Sebastes ruberrimus,4,>100
2004,SSEI,147,"rockfish, quillback",Sebastes maliger,1,0-10
2004,SSEI,147,"rockfish, quillback",Sebastes maliger,26,20-Nov
2004,SSEI,147,"rockfish, quillback",Sebastes maliger,31,21-30
2004,SSEI,147,"rockfish, quillback",Sebastes maliger,6,31-40
2004,SSEI,147,"rockfish, quillback",Sebastes maliger,4,41-50
2004,SSEI,151,"rockfish, rougheye",Sebastes aleutianus,3,20-Nov
2004,SSEI,151,"rockfish, rougheye",Sebastes aleutianus,19,21-30
2004,SSEI,151,"rockfish, rougheye",Sebastes aleutianus,1,31-40
2004,SSEI,151,"rockfish, rougheye",Sebastes aleutianus,2,41-50
2004,SSEI,151,"rockfish, rougheye",Sebastes aleutianus,2,71-80
2004,SSEI,151,"rockfish, rougheye",Sebastes aleutianus,2,>100
2004,SSEI,152,"rockfish, shortraker",Sebastes borealis,3,21-30
2004,SSEI,152,"rockfish, shortraker",Sebastes borealis,1,31-40
2004,SSEI,152,"rockfish, shortraker",Sebastes borealis,4,51-60
2004,SSEI,152,"rockfish, shortraker",Sebastes borealis,5,61-70
2004,SSEI,152,"rockfish, shortraker",Sebastes borealis,10,71-80
2004,SSEI,152,"rockfish, shortraker",Sebastes borealis,6,81-90
2004,SSEI,152,"rockfish, shortraker",Sebastes borealis,6,91-100
2004,SSEI,152,"rockfish, shortraker",Sebastes borealis,10,>100
2004,SSEI,153,"rockfish, redbanded",Sebastes babcocki,4,20-Nov
2004,SSEI,153,"rockfish, redbanded",Sebastes babcocki,4,21-30
2004,SSEI,153,"rockfish, redbanded",Sebastes babcocki,1,31-40
2004,SSEI,153,"rockfish, redbanded",Sebastes babcocki,3,41-50
2004,SSEI,154,"rockfish, dusky",Sebastes ciliatus,1,0-10
2004,SSEI,154,"rockfish, dusky",Sebastes ciliatus,1,20-Nov
2004,SSEI,154,"rockfish, dusky",Sebastes ciliatus,1,31-40
2004,SSEI,155,"rockfish, yellowtail",Sebastes flavidus,1,41-50
2004,SSEI,710,sablefish,Anoplopoma fimbria,796,0-10
2004,SSEI,710,sablefish,Anoplopoma fimbria,147,20-Nov
2004,SSEI,710,sablefish,Anoplopoma fimbria,27,21-30
2004,SSEI,710,sablefish,Anoplopoma fimbria,7,31-40
2004,SSEI,710,sablefish,Anoplopoma fimbria,1,51-60
2004,SSEI,710,sablefish,Anoplopoma fimbria,11,No Age
2004,SSEO,130,lingcod,Ophiodon elongatus,52,0-10
2004,SSEO,130,lingcod,Ophiodon elongatus,125,20-Nov
2004,SSEO,130,lingcod,Ophiodon elongatus,15,21-30
2004,SSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,51,20-Nov
2004,SSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,164,21-30
2004,SSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,71,31-40
2004,SSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,73,41-50
2004,SSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,55,51-60
2004,SSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,14,61-70
2004,SSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,6,71-80
2004,SSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,8,81-90
2004,SSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,1,91-100
2004,SSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,3,No Age
2004,SSEO,147,"rockfish, quillback",Sebastes maliger,1,0-10
2004,SSEO,147,"rockfish, quillback",Sebastes maliger,7,20-Nov
2004,SSEO,147,"rockfish, quillback",Sebastes maliger,9,21-30
2004,SSEO,147,"rockfish, quillback",Sebastes maliger,9,31-40
2004,SSEO,147,"rockfish, quillback",Sebastes maliger,6,41-50
2004,SSEO,147,"rockfish, quillback",Sebastes maliger,5,51-60
2004,SSEO,147,"rockfish, quillback",Sebastes maliger,10,61-70
2004,SSEO,147,"rockfish, quillback",Sebastes maliger,2,71-80
2004,SSEO,147,"rockfish, quillback",Sebastes maliger,1,91-100
2004,SSEO,710,sablefish,Anoplopoma fimbria,2,No Age
2004,SSEOC,130,lingcod,Ophiodon elongatus,26,0-10
2004,SSEOC,130,lingcod,Ophiodon elongatus,67,20-Nov
2004,SSEOC,130,lingcod,Ophiodon elongatus,24,21-30
2004,SSEOC,145,"rockfish, yelloweye",Sebastes ruberrimus,8,20-Nov
2004,SSEOC,145,"rockfish, yelloweye",Sebastes ruberrimus,10,21-30
2004,SSEOC,145,"rockfish, yelloweye",Sebastes ruberrimus,17,31-40
2004,SSEOC,145,"rockfish, yelloweye",Sebastes ruberrimus,6,41-50
2004,SSEOC,145,"rockfish, yelloweye",Sebastes ruberrimus,6,51-60
2004,SSEOC,145,"rockfish, yelloweye",Sebastes ruberrimus,1,71-80
2004,SSEOC,145,"rockfish, yelloweye",Sebastes ruberrimus,1,81-90
2004,SSEOC,145,"rockfish, yelloweye",Sebastes ruberrimus,1,91-100
2004,,145,"rockfish, yelloweye",Sebastes ruberrimus,6,No Age
2004,,194,"greenling, kelp",Hexagrammos decagrammus,1,No Age
2004,,710,sablefish,Anoplopoma fimbria,1,0-10
2004,,710,sablefish,Anoplopoma fimbria,1,No Age
2005,BSAI,710,sablefish,Anoplopoma fimbria,3,0-10
2005,CHI,710,sablefish,Anoplopoma fimbria,1,20-Nov
2005,CI,130,lingcod,Ophiodon elongatus,9,0-10
2005,CI,151,"rockfish, rougheye",Sebastes aleutianus,69,0-10
2005,CI,151,"rockfish, rougheye",Sebastes aleutianus,25,20-Nov
2005,CI,151,"rockfish, rougheye",Sebastes aleutianus,1,No Age
2005,CI,154,"rockfish, dusky",Sebastes ciliatus,78,0-10
2005,CI,154,"rockfish, dusky",Sebastes ciliatus,1,20-Nov
2005,CI,154,"rockfish, dusky",Sebastes ciliatus,1,No Age
2005,CI,270,walleye pollock,Gadus chalcogrammus,21,0-10
2005,CI,710,sablefish,Anoplopoma fimbria,133,0-10
2005,CI,710,sablefish,Anoplopoma fimbria,4,No Age
2005,CSEO,130,lingcod,Ophiodon elongatus,128,0-10
2005,CSEO,130,lingcod,Ophiodon elongatus,70,20-Nov
2005,CSEO,130,lingcod,Ophiodon elongatus,12,21-30
2005,CSEO,142,"rockfish, black",Sebastes melanops,1,0-10
2005,CSEO,142,"rockfish, black",Sebastes melanops,20,20-Nov
2005,CSEO,142,"rockfish, black",Sebastes melanops,5,21-30
2005,CSEO,710,sablefish,Anoplopoma fimbria,3,0-10
2005,CSEO,710,sablefish,Anoplopoma fimbria,1,20-Nov
2005,EYKT,130,lingcod,Ophiodon elongatus,277,0-10
2005,EYKT,130,lingcod,Ophiodon elongatus,399,20-Nov
2005,EYKT,130,lingcod,Ophiodon elongatus,104,21-30
2005,EYKT,130,lingcod,Ophiodon elongatus,4,31-40
2005,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,49,20-Nov
2005,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,67,21-30
2005,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,109,31-40
2005,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,51,41-50
2005,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,33,51-60
2005,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,9,61-70
2005,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,6,71-80
2005,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,5,81-90
2005,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,6,91-100
2005,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,2,>100
2005,IBS,130,lingcod,Ophiodon elongatus,230,0-10
2005,IBS,130,lingcod,Ophiodon elongatus,96,20-Nov
2005,IBS,130,lingcod,Ophiodon elongatus,7,21-30
2005,IBS,130,lingcod,Ophiodon elongatus,1,No Age
2005,IBS,710,sablefish,Anoplopoma fimbria,1,0-10
2005,KOD,710,sablefish,Anoplopoma fimbria,1,0-10
2005,NG,130,lingcod,Ophiodon elongatus,1,0-10
2005,NG,130,lingcod,Ophiodon elongatus,6,20-Nov
2005,NG,130,lingcod,Ophiodon elongatus,6,21-30
2005,NG,130,lingcod,Ophiodon elongatus,2,No Age
2005,NG,143,"rockfish, thornyhead",Sebastolobus,23,0-10
2005,NG,143,"rockfish, thornyhead",Sebastolobus,42,20-Nov
2005,NG,143,"rockfish, thornyhead",Sebastolobus,1,21-30
2005,NG,151,"rockfish, rougheye",Sebastes aleutianus,34,0-10
2005,NG,151,"rockfish, rougheye",Sebastes aleutianus,65,20-Nov
2005,NG,151,"rockfish, rougheye",Sebastes aleutianus,15,21-30
2005,NG,151,"rockfish, rougheye",Sebastes aleutianus,2,31-40
2005,NG,151,"rockfish, rougheye",Sebastes aleutianus,1,51-60
2005,NG,153,"rockfish, redbanded",Sebastes babcocki,3,0-10
2005,NG,710,sablefish,Anoplopoma fimbria,347,0-10
2005,NG,710,sablefish,Anoplopoma fimbria,90,20-Nov
2005,NG,710,sablefish,Anoplopoma fimbria,12,21-30
2005,NG,710,sablefish,Anoplopoma fimbria,8,No Age
2005,NSEI,142,"rockfish, black",Sebastes melanops,4,0-10
2005,NSEI,142,"rockfish, black",Sebastes melanops,14,20-Nov
2005,NSEI,142,"rockfish, black",Sebastes melanops,12,21-30
2005,NSEI,142,"rockfish, black",Sebastes melanops,5,31-40
2005,NSEI,142,"rockfish, black",Sebastes melanops,1,41-50
2005,NSEI,143,"rockfish, thornyhead",Sebastolobus,1,>100
2005,NSEI,145,"rockfish, yelloweye",Sebastes ruberrimus,14,20-Nov
2005,NSEI,145,"rockfish, yelloweye",Sebastes ruberrimus,28,21-30
2005,NSEI,145,"rockfish, yelloweye",Sebastes ruberrimus,34,31-40
2005,NSEI,145,"rockfish, yelloweye",Sebastes ruberrimus,28,41-50
2005,NSEI,145,"rockfish, yelloweye",Sebastes ruberrimus,15,51-60
2005,NSEI,145,"rockfish, yelloweye",Sebastes ruberrimus,2,61-70
2005,NSEI,145,"rockfish, yelloweye",Sebastes ruberrimus,1,81-90
2005,NSEI,151,"rockfish, rougheye",Sebastes aleutianus,1,0-10
2005,NSEI,151,"rockfish, rougheye",Sebastes aleutianus,7,20-Nov
2005,NSEI,151,"rockfish, rougheye",Sebastes aleutianus,36,21-30
2005,NSEI,151,"rockfish, rougheye",Sebastes aleutianus,9,31-40
2005,NSEI,151,"rockfish, rougheye",Sebastes aleutianus,1,41-50
2005,NSEI,151,"rockfish, rougheye",Sebastes aleutianus,2,51-60
2005,NSEI,151,"rockfish, rougheye",Sebastes aleutianus,1,71-80
2005,NSEI,151,"rockfish, rougheye",Sebastes aleutianus,1,No Age
2005,NSEI,152,"rockfish, shortraker",Sebastes borealis,2,0-10
2005,NSEI,152,"rockfish, shortraker",Sebastes borealis,9,20-Nov
2005,NSEI,152,"rockfish, shortraker",Sebastes borealis,24,21-30
2005,NSEI,152,"rockfish, shortraker",Sebastes borealis,22,31-40
2005,NSEI,152,"rockfish, shortraker",Sebastes borealis,13,41-50
2005,NSEI,152,"rockfish, shortraker",Sebastes borealis,7,51-60
2005,NSEI,152,"rockfish, shortraker",Sebastes borealis,12,61-70
2005,NSEI,152,"rockfish, shortraker",Sebastes borealis,7,71-80
2005,NSEI,152,"rockfish, shortraker",Sebastes borealis,7,81-90
2005,NSEI,152,"rockfish, shortraker",Sebastes borealis,2,91-100
2005,NSEI,152,"rockfish, shortraker",Sebastes borealis,6,>100
2005,NSEI,152,"rockfish, shortraker",Sebastes borealis,1,No Age
2005,NSEI,153,"rockfish, redbanded",Sebastes babcocki,4,20-Nov
2005,NSEI,153,"rockfish, redbanded",Sebastes babcocki,4,21-30
2005,NSEI,153,"rockfish, redbanded",Sebastes babcocki,2,31-40
2005,NSEI,153,"rockfish, redbanded",Sebastes babcocki,1,41-50
2005,NSEI,154,"rockfish, dusky",Sebastes ciliatus,1,21-30
2005,NSEI,710,sablefish,Anoplopoma fimbria,1781,0-10
2005,NSEI,710,sablefish,Anoplopoma fimbria,766,20-Nov
2005,NSEI,710,sablefish,Anoplopoma fimbria,507,21-30
2005,NSEI,710,sablefish,Anoplopoma fimbria,255,31-40
2005,NSEI,710,sablefish,Anoplopoma fimbria,84,41-50
2005,NSEI,710,sablefish,Anoplopoma fimbria,30,51-60
2005,NSEI,710,sablefish,Anoplopoma fimbria,4,61-70
2005,NSEI,710,sablefish,Anoplopoma fimbria,344,No Age
2005,NSEO,130,lingcod,Ophiodon elongatus,12,20-Nov
2005,NSEO,130,lingcod,Ophiodon elongatus,2,21-30
2005,NSEO,710,sablefish,Anoplopoma fimbria,1,0-10
2005,PW,130,lingcod,Ophiodon elongatus,52,0-10
2005,PW,130,lingcod,Ophiodon elongatus,154,20-Nov
2005,PW,130,lingcod,Ophiodon elongatus,64,21-30
2005,PW,130,lingcod,Ophiodon elongatus,4,No Age
2005,PW,143,"rockfish, thornyhead",Sebastolobus,6,20-Nov
2005,PW,143,"rockfish, thornyhead",Sebastolobus,3,21-30
2005,PW,143,"rockfish, thornyhead",Sebastolobus,4,31-40
2005,PW,143,"rockfish, thornyhead",Sebastolobus,2,41-50
2005,PW,143,"rockfish, thornyhead",Sebastolobus,2,51-60
2005,PW,143,"rockfish, thornyhead",Sebastolobus,3,61-70
2005,PW,143,"rockfish, thornyhead",Sebastolobus,2,71-80
2005,PW,143,"rockfish, thornyhead",Sebastolobus,1,81-90
2005,PW,143,"rockfish, thornyhead",Sebastolobus,2,91-100
2005,PW,151,"rockfish, rougheye",Sebastes aleutianus,166,0-10
2005,PW,151,"rockfish, rougheye",Sebastes aleutianus,185,20-Nov
2005,PW,151,"rockfish, rougheye",Sebastes aleutianus,25,21-30
2005,PW,151,"rockfish, rougheye",Sebastes aleutianus,14,31-40
2005,PW,151,"rockfish, rougheye",Sebastes aleutianus,11,41-50
2005,PW,151,"rockfish, rougheye",Sebastes aleutianus,6,51-60
2005,PW,151,"rockfish, rougheye",Sebastes aleutianus,1,>100
2005,PW,152,"rockfish, shortraker",Sebastes borealis,1,0-10
2005,PW,152,"rockfish, shortraker",Sebastes borealis,1,20-Nov
2005,PW,152,"rockfish, shortraker",Sebastes borealis,38,21-30
